movieId,title,genres,year,genre_list,poster_url,overview,tmdb_release_date,metadata_source
62,Mr. Holland's Opus (1995),Drama,1995.0,['Drama'],,,,movielens
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,1996.0,"['Comedy', 'Crime']",,,,movielens
64,Two if by Sea (1996),Comedy|Romance,1996.0,"['Comedy', 'Romance']",,,,movielens
65,Bio-Dome (1996),Comedy,1996.0,['Comedy'],,,,movielens
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,1996.0,"['Action', 'Sci-Fi', 'Thriller']",,,,movielens
67,Two Bits (1995),Drama,1995.0,['Drama'],,,,movielens
68,French Twist (Gazon maudit) (1995),Comedy|Romance,1995.0,"['Comedy', 'Romance']",,,,movielens
69,Friday (1995),Comedy,1995.0,['Comedy'],,,,movielens
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,1996.0,"['Action', 'Comedy', 'Horror', 'Thriller']",,,,movielens
71,Fair Game (1995),Action,1995.0,['Action'],,,,movielens
72,Kicking and Screaming (1995),Comedy|Drama,1995.0,"['Comedy', 'Drama']",,,,movielens
73,"Misérables, Les (1995)",Drama|War,1995.0,"['Drama', 'War']",,,,movielens
74,Bed of Roses (1996),Drama|Romance,1996.0,"['Drama', 'Romance']",,,,movielens
75,Big Bully (1996),Comedy|Drama,1996.0,"['Comedy', 'Drama']",,,,movielens
76,Screamers (1995),Action|Sci-Fi|Thriller,1995.0,"['Action', 'Sci-Fi', 'Thriller']",,,,movielens
77,Nico Icon (1995),Documentary,1995.0,['Documentary'],,,,movielens
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,1995.0,"['Action', 'Crime', 'Drama', 'Thriller']",,,,movielens
79,"Juror, The (1996)",Drama|Thriller,1996.0,"['Drama', 'Thriller']",,,,movielens
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,1995.0,"['Children', 'Drama']",,,,movielens
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,1995.0,"['Crime', 'Drama', 'Romance']",,,,movielens
82,Antonia's Line (Antonia) (1995),Comedy|Drama,1995.0,"['Comedy', 'Drama']",,,,movielens
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,1995.0,"['Drama', 'Romance']",,,,movielens
84,Last Summer in the Hamptons (1995),Comedy|Drama,1995.0,"['Comedy', 'Drama']",,,,movielens
85,Angels and Insects (1995),Drama|Romance,1995.0,"['Drama', 'Romance']",,,,movielens
86,White Squall (1996),Action|Adventure|Drama,1996.0,"['Action', 'Adventure', 'Drama']",,,,movielens
87,Dunston Checks In (1996),Children|Comedy,1996.0,"['Children', 'Comedy']",,,,movielens
88,Black Sheep (1996),Comedy,1996.0,['Comedy'],,,,movielens
89,Nick of Time (1995),Action|Thriller,1995.0,"['Action', 'Thriller']",,,,movielens
90,The Journey of August King (1995),Drama,1995.0,['Drama'],,,,movielens
92,Mary Reilly (1996),Drama|Horror|Thriller,1996.0,"['Drama', 'Horror', 'Thriller']",,,,movielens
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,1995.0,"['Comedy', 'Horror', 'Romance']",,,,movielens
94,Beautiful Girls (1996),Comedy|Drama|Romance,1996.0,"['Comedy', 'Drama', 'Romance']",,,,movielens
95,Broken Arrow (1996),Action|Adventure|Thriller,1996.0,"['Action', 'Adventure', 'Thriller']",,,,movielens
96,In the Bleak Midwinter (1995),Comedy|Drama,1995.0,"['Comedy', 'Drama']",,,,movielens
97,"Hate (Haine, La) (1995)",Crime|Drama,1995.0,"['Crime', 'Drama']",,,,movielens
98,Shopping (1994),Action|Thriller,1994.0,"['Action', 'Thriller']",,,,movielens
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,1995.0,['Documentary'],,,,movielens
100,City Hall (1996),Drama|Thriller,1996.0,"['Drama', 'Thriller']",,,,movielens
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,1996.0,"['Adventure', 'Comedy', 'Crime', 'Romance']",,,,movielens
102,Mr. Wrong (1996),Comedy,1996.0,['Comedy'],,,,movielens
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,1996.0,"['Mystery', 'Sci-Fi', 'Thriller']",,,,movielens
104,Happy Gilmore (1996),Comedy,1996.0,['Comedy'],,,,movielens
105,"Bridges of Madison County, The (1995)",Drama|Romance,1995.0,"['Drama', 'Romance']",,,,movielens
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,1994.0,"['Comedy', 'Drama']",,,,movielens
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,1996.0,"['Adventure', 'Children', 'Comedy', 'Musical']",,,,movielens
108,Catwalk (1996),Documentary,1996.0,['Documentary'],,,,movielens
109,Headless Body in Topless Bar (1995),Comedy|Drama|Thriller,1995.0,"['Comedy', 'Drama', 'Thriller']",,,,movielens
110,Braveheart (1995),Action|Drama|War,1995.0,"['Action', 'Drama', 'War']",,,,movielens
111,Taxi Driver (1976),Crime|Drama|Thriller,1976.0,"['Crime', 'Drama', 'Thriller']",,,,movielens
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,1995.0,"['Action', 'Adventure', 'Comedy', 'Crime']",,,,movielens
113,Before and After (1996),Drama|Mystery,1996.0,"['Drama', 'Mystery']",,,,movielens
114,Margaret's Museum (1995),Drama,1995.0,['Drama'],,,,movielens
115,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",Comedy,1995.0,['Comedy'],,,,movielens
116,Anne Frank Remembered (1995),Documentary,1995.0,['Documentary'],,,,movielens
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,1995.0,"['Crime', 'Drama']",,,,movielens
118,If Lucy Fell (1996),Comedy|Romance,1996.0,"['Comedy', 'Romance']",,,,movielens
119,"Steal Big, Steal Little (1995)",Comedy,1995.0,['Comedy'],,,,movielens
120,Race the Sun (1996),Adventure|Comedy|Drama,1996.0,"['Adventure', 'Comedy', 'Drama']",,,,movielens
121,"Boys of St. Vincent, The (1992)",Drama,1992.0,['Drama'],,,,movielens
122,Boomerang (1992),Comedy|Romance,1992.0,"['Comedy', 'Romance']",,,,movielens
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,1994.0,"['Drama', 'Mystery', 'Romance']",,,,movielens
124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,1995.0,['Drama'],,,,movielens
125,Flirting With Disaster (1996),Comedy,1996.0,['Comedy'],,,,movielens
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,1994.0,"['Adventure', 'Children', 'Fantasy']",,,,movielens
127,"Silences of the Palace, The (Saimt el Qusur) (1994)",Drama,1994.0,['Drama'],,,,movielens
128,Jupiter's Wife (1994),Documentary,1994.0,['Documentary'],,,,movielens
129,Pie in the Sky (1996),Comedy|Romance,1996.0,"['Comedy', 'Romance']",,,,movielens
130,Angela (1995),Drama,1995.0,['Drama'],,,,movielens
131,Frankie Starlight (1995),Drama|Romance,1995.0,"['Drama', 'Romance']",,,,movielens
132,Jade (1995),Thriller,1995.0,['Thriller'],,,,movielens
133,Nueba Yol (1995),Comedy|Drama,1995.0,"['Comedy', 'Drama']",,,,movielens
134,Sonic Outlaws (1995),Documentary,1995.0,['Documentary'],,,,movielens
135,Down Periscope (1996),Comedy,1996.0,['Comedy'],,,,movielens
136,From the Journals of Jean Seberg (1995),Documentary,1995.0,['Documentary'],,,,movielens
137,Man of the Year (1995),Documentary,1995.0,['Documentary'],,,,movielens
138,"Neon Bible, The (1995)",Drama,1995.0,['Drama'],,,,movielens
139,Target (1995),Action|Drama,1995.0,"['Action', 'Drama']",,,,movielens
140,Up Close and Personal (1996),Drama|Romance,1996.0,"['Drama', 'Romance']",,,,movielens
141,"Birdcage, The (1996)",Comedy,1996.0,['Comedy'],,,,movielens
142,Shadows (Cienie) (1988),Drama,1988.0,['Drama'],,,,movielens
143,Gospa (1995),Drama,1995.0,['Drama'],,,,movielens
144,"Brothers McMullen, The (1995)",Comedy,1995.0,['Comedy'],,,,movielens
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,1995.0,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",,,,movielens
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,1995.0,"['Adventure', 'Children']",,,,movielens
147,"Basketball Diaries, The (1995)",Drama,1995.0,['Drama'],,,,movielens
148,"Awfully Big Adventure, An (1995)",Drama,1995.0,['Drama'],,,,movielens
149,Amateur (1994),Crime|Drama|Thriller,1994.0,"['Crime', 'Drama', 'Thriller']",,,,movielens
150,Apollo 13 (1995),Adventure|Drama|IMAX,1995.0,"['Adventure', 'Drama', 'IMAX']",,,,movielens
151,Rob Roy (1995),Action|Drama|Romance|War,1995.0,"['Action', 'Drama', 'Romance', 'War']",,,,movielens
152,"Addiction, The (1995)",Drama|Horror,1995.0,"['Drama', 'Horror']",,,,movielens
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,1995.0,"['Action', 'Adventure', 'Comedy', 'Crime']",,,,movielens
154,Beauty of the Day (Belle de jour) (1967),Drama,1967.0,['Drama'],,,,movielens
155,Beyond Rangoon (1995),Adventure|Drama|War,1995.0,"['Adventure', 'Drama', 'War']",,,,movielens
156,Blue in the Face (1995),Comedy|Drama,1995.0,"['Comedy', 'Drama']",,,,movielens
157,Canadian Bacon (1995),Comedy|War,1995.0,"['Comedy', 'War']",,,,movielens
158,Casper (1995),Adventure|Children,1995.0,"['Adventure', 'Children']",,,,movielens
159,Clockers (1995),Crime|Drama|Mystery,1995.0,"['Crime', 'Drama', 'Mystery']",,,,movielens
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,1995.0,"['Action', 'Adventure', 'Mystery', 'Sci-Fi']",,,,movielens
161,Crimson Tide (1995),Drama|Thriller|War,1995.0,"['Drama', 'Thriller', 'War']",,,,movielens
162,Crumb (1994),Documentary,1994.0,['Documentary'],,,,movielens
163,Desperado (1995),Action|Romance|Western,1995.0,"['Action', 'Romance', 'Western']",,,,movielens
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,1995.0,"['Crime', 'Film-Noir', 'Mystery', 'Thriller']",,,,movielens
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,1995.0,"['Action', 'Crime', 'Thriller']",,,,movielens
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,1995.0,"['Comedy', 'Crime', 'Drama']",,,,movielens
167,Feast of July (1995),Drama,1995.0,['Drama'],,,,movielens
168,First Knight (1995),Action|Drama|Romance,1995.0,"['Action', 'Drama', 'Romance']",,,,movielens
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,1995.0,"['Adventure', 'Children', 'Drama']",,,,movielens
170,Hackers (1995),Action|Adventure|Crime|Thriller,1995.0,"['Action', 'Adventure', 'Crime', 'Thriller']",,,,movielens
171,Jeffrey (1995),Comedy|Drama,1995.0,"['Comedy', 'Drama']",,,,movielens
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,1995.0,"['Action', 'Sci-Fi', 'Thriller']",,,,movielens
173,Judge Dredd (1995),Action|Crime|Sci-Fi,1995.0,"['Action', 'Crime', 'Sci-Fi']",,,,movielens
174,Jury Duty (1995),Comedy,1995.0,['Comedy'],,,,movielens
175,Kids (1995),Drama,1995.0,['Drama'],,,,movielens
176,Living in Oblivion (1995),Comedy,1995.0,['Comedy'],,,,movielens
177,Lord of Illusions (1995),Horror,1995.0,['Horror'],,,,movielens
178,Love & Human Remains (1993),Comedy|Drama,1993.0,"['Comedy', 'Drama']",,,,movielens
179,Mad Love (1995),Drama|Romance,1995.0,"['Drama', 'Romance']",,,,movielens
180,Mallrats (1995),Comedy|Romance,1995.0,"['Comedy', 'Romance']",,,,movielens
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,1995.0,"['Action', 'Children']",,,,movielens
182,Moonlight and Valentino (1995),Drama|Romance,1995.0,"['Drama', 'Romance']",,,,movielens
183,Mute Witness (1994),Comedy|Horror|Thriller,1994.0,"['Comedy', 'Horror', 'Thriller']",,,,movielens
184,Nadja (1994),Drama,1994.0,['Drama'],,,,movielens
185,"Net, The (1995)",Action|Crime|Thriller,1995.0,"['Action', 'Crime', 'Thriller']",,,,movielens
186,Nine Months (1995),Comedy|Romance,1995.0,"['Comedy', 'Romance']",,,,movielens
187,Party Girl (1995),Comedy,1995.0,['Comedy'],,,,movielens
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,1995.0,"['Fantasy', 'Horror', 'Mystery']",,,,movielens
189,Reckless (1995),Comedy|Fantasy,1995.0,"['Comedy', 'Fantasy']",,,,movielens
190,Safe (1995),Thriller,1995.0,['Thriller'],,,,movielens
191,"Scarlet Letter, The (1995)",Drama|Romance,1995.0,"['Drama', 'Romance']",,,,movielens
192,The Show (1995),Documentary,1995.0,['Documentary'],,,,movielens
193,Showgirls (1995),Drama,1995.0,['Drama'],,,,movielens
194,Smoke (1995),Comedy|Drama,1995.0,"['Comedy', 'Drama']",,,,movielens
195,Something to Talk About (1995),Comedy|Drama|Romance,1995.0,"['Comedy', 'Drama', 'Romance']",,,,movielens
196,Species (1995),Horror|Sci-Fi,1995.0,"['Horror', 'Sci-Fi']",,,,movielens
197,"Stars Fell on Henrietta, The (1995)",Drama,1995.0,['Drama'],,,,movielens
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,1995.0,"['Action', 'Crime', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",,,,movielens
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,1964.0,"['Drama', 'Musical', 'Romance']",,,,movielens
200,"Tie That Binds, The (1995)",Thriller,1995.0,['Thriller'],,,,movielens
201,Three Wishes (1995),Drama|Fantasy,1995.0,"['Drama', 'Fantasy']",,,,movielens
202,Total Eclipse (1995),Drama|Romance,1995.0,"['Drama', 'Romance']",,,,movielens
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy,1995.0,['Comedy'],,,,movielens
204,Under Siege 2: Dark Territory (1995),Action,1995.0,['Action'],,,,movielens
205,Unstrung Heroes (1995),Comedy|Drama,1995.0,"['Comedy', 'Drama']",,,,movielens
206,Unzipped (1995),Documentary,1995.0,['Documentary'],,,,movielens
207,"Walk in the Clouds, A (1995)",Drama|Romance,1995.0,"['Drama', 'Romance']",,,,movielens
208,Waterworld (1995),Action|Adventure|Sci-Fi,1995.0,"['Action', 'Adventure', 'Sci-Fi']",,,,movielens
209,White Man's Burden (1995),Drama,1995.0,['Drama'],,,,movielens
210,Wild Bill (1995),Western,1995.0,['Western'],,,,movielens
211,"Browning Version, The (1994)",Drama,1994.0,['Drama'],,,,movielens
212,Bushwhacked (1995),Adventure|Comedy|Crime|Mystery,1995.0,"['Adventure', 'Comedy', 'Crime', 'Mystery']",,,,movielens
213,Burnt by the Sun (Utomlyonnye solntsem) (1994),Drama,1994.0,['Drama'],,,,movielens
214,Before the Rain (Pred dozhdot) (1994),Drama|War,1994.0,"['Drama', 'War']",,,,movielens
215,Before Sunrise (1995),Drama|Romance,1995.0,"['Drama', 'Romance']",,,,movielens
216,Billy Madison (1995),Comedy,1995.0,['Comedy'],,,,movielens
217,"Babysitter, The (1995)",Drama|Thriller,1995.0,"['Drama', 'Thriller']",,,,movielens
218,Boys on the Side (1995),Comedy|Drama,1995.0,"['Comedy', 'Drama']",,,,movielens
219,"Cure, The (1995)",Drama,1995.0,['Drama'],,,,movielens
220,Castle Freak (1995),Horror,1995.0,['Horror'],,,,movielens
222,Circle of Friends (1995),Drama|Romance,1995.0,"['Drama', 'Romance']",,,,movielens
223,Clerks (1994),Comedy,1994.0,['Comedy'],,,,movielens
224,Don Juan DeMarco (1995),Comedy|Drama|Romance,1995.0,"['Comedy', 'Drama', 'Romance']",,,,movielens
225,Disclosure (1994),Drama|Thriller,1994.0,"['Drama', 'Thriller']",,,,movielens
226,Dream Man (1995),Thriller,1995.0,['Thriller'],,,,movielens
227,Drop Zone (1994),Action|Thriller,1994.0,"['Action', 'Thriller']",,,,movielens
228,Destiny Turns on the Radio (1995),Comedy,1995.0,['Comedy'],,,,movielens
229,Death and the Maiden (1994),Drama|Thriller,1994.0,"['Drama', 'Thriller']",,,,movielens
230,Dolores Claiborne (1995),Drama|Thriller,1995.0,"['Drama', 'Thriller']",,,,movielens
231,Dumb & Dumber (Dumb and Dumber) (1994),Adventure|Comedy,1994.0,"['Adventure', 'Comedy']",,,,movielens
232,Eat Drink Man Woman (Yin shi nan nu) (1994),Comedy|Drama|Romance,1994.0,"['Comedy', 'Drama', 'Romance']",,,,movielens
233,Exotica (1994),Drama,1994.0,['Drama'],,,,movielens
234,Exit to Eden (1994),Comedy,1994.0,['Comedy'],,,,movielens
235,Ed Wood (1994),Comedy|Drama,1994.0,"['Comedy', 'Drama']",,,,movielens
236,French Kiss (1995),Action|Comedy|Romance,1995.0,"['Action', 'Comedy', 'Romance']",,,,movielens
237,Forget Paris (1995),Comedy|Romance,1995.0,"['Comedy', 'Romance']",,,,movielens
238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children,1995.0,"['Adventure', 'Children']",,,,movielens
239,"Goofy Movie, A (1995)",Animation|Children|Comedy|Romance,1995.0,"['Animation', 'Children', 'Comedy', 'Romance']",,,,movielens
240,Hideaway (1995),Thriller,1995.0,['Thriller'],,,,movielens
241,Fluke (1995),Children|Drama,1995.0,"['Children', 'Drama']",,,,movielens
242,Farinelli: il castrato (1994),Drama|Musical,1994.0,"['Drama', 'Musical']",,,,movielens
243,Gordy (1995),Children|Comedy|Fantasy,1995.0,"['Children', 'Comedy', 'Fantasy']",,,,movielens
244,Gumby: The Movie (1995),Animation|Children,1995.0,"['Animation', 'Children']",,,,movielens
245,The Glass Shield (1994),Crime|Drama,1994.0,"['Crime', 'Drama']",,,,movielens
246,Hoop Dreams (1994),Documentary,1994.0,['Documentary'],,,,movielens
247,Heavenly Creatures (1994),Crime|Drama,1994.0,"['Crime', 'Drama']",,,,movielens
248,Houseguest (1994),Comedy,1994.0,['Comedy'],,,,movielens
249,Immortal Beloved (1994),Drama|Romance,1994.0,"['Drama', 'Romance']",,,,movielens
250,Heavyweights (Heavy Weights) (1995),Children|Comedy,1995.0,"['Children', 'Comedy']",,,,movielens
251,"Hunted, The (1995)",Action,1995.0,['Action'],,,,movielens
252,I.Q. (1994),Comedy|Romance,1994.0,"['Comedy', 'Romance']",,,,movielens
253,Interview with the Vampire: The Vampire Chronicles (1994),Drama|Horror,1994.0,"['Drama', 'Horror']",,,,movielens
254,Jefferson in Paris (1995),Drama,1995.0,['Drama'],,,,movielens
255,"Jerky Boys, The (1995)",Comedy,1995.0,['Comedy'],,,,movielens
256,Junior (1994),Comedy|Sci-Fi,1994.0,"['Comedy', 'Sci-Fi']",,,,movielens
257,Just Cause (1995),Mystery|Thriller,1995.0,"['Mystery', 'Thriller']",,,,movielens
258,"Kid in King Arthur's Court, A (1995)",Adventure|Children|Comedy|Fantasy|Romance,1995.0,"['Adventure', 'Children', 'Comedy', 'Fantasy', 'Romance']",,,,movielens
259,Kiss of Death (1995),Crime|Drama|Thriller,1995.0,"['Crime', 'Drama', 'Thriller']",,,,movielens
260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Sci-Fi,1977.0,"['Action', 'Adventure', 'Sci-Fi']",,,,movielens
261,Little Women (1994),Drama,1994.0,['Drama'],,,,movielens
262,"Little Princess, A (1995)",Children|Drama,1995.0,"['Children', 'Drama']",,,,movielens
263,Ladybird Ladybird (1994),Drama,1994.0,['Drama'],,,,movielens
264,"Enfer, L' (1994)",Drama,1994.0,['Drama'],,,,movielens
265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Fantasy|Romance,1992.0,"['Drama', 'Fantasy', 'Romance']",,,,movielens
266,Legends of the Fall (1994),Drama|Romance|War|Western,1994.0,"['Drama', 'Romance', 'War', 'Western']",,,,movielens
267,Major Payne (1995),Comedy,1995.0,['Comedy'],,,,movielens
268,Little Odessa (1994),Crime|Drama,1994.0,"['Crime', 'Drama']",,,,movielens
269,My Crazy Life (Mi vida loca) (1993),Drama,1993.0,['Drama'],,,,movielens
270,Love Affair (1994),Drama|Romance,1994.0,"['Drama', 'Romance']",,,,movielens
271,Losing Isaiah (1995),Drama,1995.0,['Drama'],,,,movielens
272,"Madness of King George, The (1994)",Comedy|Drama,1994.0,"['Comedy', 'Drama']",,,,movielens
273,Mary Shelley's Frankenstein (Frankenstein) (1994),Drama|Horror|Sci-Fi,1994.0,"['Drama', 'Horror', 'Sci-Fi']",,,,movielens
274,Man of the House (1995),Comedy,1995.0,['Comedy'],,,,movielens
275,Mixed Nuts (1994),Comedy,1994.0,['Comedy'],,,,movielens
276,Milk Money (1994),Comedy|Romance,1994.0,"['Comedy', 'Romance']",,,,movielens
277,Miracle on 34th Street (1994),Drama,1994.0,['Drama'],,,,movielens
278,Miami Rhapsody (1995),Comedy,1995.0,['Comedy'],,,,movielens
279,My Family (1995),Drama,1995.0,['Drama'],,,,movielens
280,Murder in the First (1995),Drama|Thriller,1995.0,"['Drama', 'Thriller']",,,,movielens
281,Nobody's Fool (1994),Comedy|Drama|Romance,1994.0,"['Comedy', 'Drama', 'Romance']",,,,movielens
