movieId,title,genres,year,genre_list,poster_url,overview,tmdb_release_date,metadata_source,count,mean,weighted_score
31,Dangerous Minds (1995),Drama,1995.0,['Drama'],,,,movielens,10223.0,3.2411718,3.2414058111662647
32,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),Mystery|Sci-Fi|Thriller,1995.0,"['Mystery', 'Sci-Fi', 'Thriller']",,,,movielens,55275.0,3.9101853,3.9101318248331793
33,Wings of Courage (1995),Adventure|Romance|IMAX,1995.0,"['Adventure', 'Romance', 'IMAX']",,,,movielens,67.0,3.0149255,3.0709756406148276
34,Babe (1995),Children|Drama,1995.0,"['Children', 'Drama']",,,,movielens,35969.0,3.586936,3.5869256481174157
35,Carrington (1995),Drama|Romance,1995.0,"['Drama', 'Romance']",,,,movielens,1497.0,3.4853039,3.4855967258694167
36,Dead Man Walking (1995),Crime|Drama,1995.0,"['Crime', 'Drama']",,,,movielens,21759.0,3.9205616,3.9204218301511506
37,Across the Sea of Time (1995),Documentary|IMAX,1995.0,"['Documentary', 'IMAX']",,,,movielens,85.0,2.982353,3.0303566507113877
38,It Takes Two (1995),Children|Comedy,1995.0,"['Children', 'Comedy']",,,,movielens,750.0,2.9193332,2.9258879690497404
39,Clueless (1995),Comedy|Romance,1995.0,"['Comedy', 'Romance']",,,,movielens,30616.0,3.429024,3.429053075074402
40,"Cry, the Beloved Country (1995)",Drama,1995.0,['Drama'],,,,movielens,880.0,3.6284091,3.62761623365385
41,Richard III (1995),Drama|War,1995.0,"['Drama', 'War']",,,,movielens,4760.0,3.8362396,3.8357431940584377
42,Dead Presidents (1995),Action|Crime|Drama,1995.0,"['Action', 'Crime', 'Drama']",,,,movielens,2568.0,3.0438085,3.0453506567463373
43,Restoration (1995),Drama,1995.0,['Drama'],,,,movielens,2572.0,3.458398,3.458652359940285
44,Mortal Kombat (1995),Action|Adventure|Fantasy,1995.0,"['Action', 'Adventure', 'Fantasy']",,,,movielens,12261.0,2.669195,2.6697630031309596
45,To Die For (1995),Comedy|Drama|Thriller,1995.0,"['Comedy', 'Drama', 'Thriller']",,,,movielens,9306.0,3.3785193,3.378658335890308
46,How to Make an American Quilt (1995),Drama|Romance,1995.0,"['Drama', 'Romance']",,,,movielens,3179.0,3.2678516,3.2685357307916454
47,Seven (a.k.a. Se7en) (1995),Mystery|Thriller,1995.0,"['Mystery', 'Thriller']",,,,movielens,63298.0,4.0871987,4.0871296346091555
48,Pocahontas (1995),Animation|Children|Drama|Musical|Romance,1995.0,"['Animation', 'Children', 'Drama', 'Musical', 'Romance']",,,,movielens,15667.0,2.9902341,2.9905149208111435
49,When Night Is Falling (1995),Drama|Romance,1995.0,"['Drama', 'Romance']",,,,movielens,263.0,3.528517,3.5288676714105356
50,"Usual Suspects, The (1995)",Crime|Mystery|Thriller,1995.0,"['Crime', 'Mystery', 'Thriller']",,,,movielens,67750.0,4.26507,4.264984401262736
51,Guardian Angel (1994),Action|Drama|Thriller,1994.0,"['Action', 'Drama', 'Thriller']",,,,movielens,30.0,2.6,2.797977974540309
52,Mighty Aphrodite (1995),Comedy|Drama|Romance,1995.0,"['Comedy', 'Drama', 'Romance']",,,,movielens,9518.0,3.5266337,3.526645296890896
53,Lamerica (1994),Adventure|Drama,1994.0,"['Adventure', 'Drama']",,,,movielens,159.0,3.6792452,3.672593760633183
54,"Big Green, The (1995)",Children|Comedy,1995.0,"['Children', 'Comedy']",,,,movielens,1057.0,2.8159885,2.8214300970516293
55,Georgia (1995),Drama,1995.0,['Drama'],,,,movielens,944.0,3.228284,3.230906670834838
56,Kids of the Round Table (1995),Adventure|Children|Comedy|Fantasy,1995.0,"['Adventure', 'Children', 'Comedy', 'Fantasy']",,,,movielens,74.0,1.9594594,2.1136971130603697
57,Home for the Holidays (1995),Drama,1995.0,['Drama'],,,,movielens,2451.0,3.3127296,3.313470275870374
58,"Postman, The (Postino, Il) (1994)",Comedy|Drama|Romance,1994.0,"['Comedy', 'Drama', 'Romance']",,,,movielens,11659.0,3.9677503,3.967457276133652
59,"Confessional, The (Confessionnal, Le) (1995)",Drama|Mystery,1995.0,"['Drama', 'Mystery']",,,,movielens,194.0,3.5695877,3.5684315898630876
60,"Indian in the Cupboard, The (1995)",Adventure|Children|Fantasy,1995.0,"['Adventure', 'Children', 'Fantasy']",,,,movielens,6708.0,3.0906382,3.091173905286851
61,Eye for an Eye (1996),Drama|Thriller,1996.0,"['Drama', 'Thriller']",,,,movielens,2327.0,3.3109152,3.311701460415597
62,Mr. Holland's Opus (1995),Drama,1995.0,['Drama'],,,,movielens,20596.0,3.7118616,3.7117950346511077
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Comedy|Crime,1996.0,"['Comedy', 'Crime']",,,,movielens,2696.0,3.1042285,3.1055189321732377
64,Two if by Sea (1996),Comedy|Romance,1996.0,"['Comedy', 'Romance']",,,,movielens,2076.0,2.8270712,2.8298094798873343
65,Bio-Dome (1996),Comedy,1996.0,['Comedy'],,,,movielens,5248.0,2.3733804,2.375156701609061
66,Lawnmower Man 2: Beyond Cyberspace (1996),Action|Sci-Fi|Thriller,1996.0,"['Action', 'Sci-Fi', 'Thriller']",,,,movielens,2415.0,2.1339545,2.138598160855887
67,Two Bits (1995),Drama,1995.0,['Drama'],,,,movielens,179.0,3.3184357,3.3279312868169284
68,French Twist (Gazon maudit) (1995),Comedy|Romance,1995.0,"['Comedy', 'Romance']",,,,movielens,1241.0,3.4286866,3.429402129568034
69,Friday (1995),Comedy,1995.0,['Comedy'],,,,movielens,5039.0,3.5507045,3.550688138829143
70,From Dusk Till Dawn (1996),Action|Comedy|Horror|Thriller,1996.0,"['Action', 'Comedy', 'Horror', 'Thriller']",,,,movielens,16824.0,3.3432596,3.3433532688780883
71,Fair Game (1995),Action,1995.0,['Action'],,,,movielens,1341.0,2.3422818,2.3493870158298003
72,Kicking and Screaming (1995),Comedy|Drama,1995.0,"['Comedy', 'Drama']",,,,movielens,1378.0,3.478955,3.479309666552413
73,"Misérables, Les (1995)",Drama|War,1995.0,"['Drama', 'War']",,,,movielens,2982.0,3.796613,3.7959274469012003
74,Bed of Roses (1996),Drama|Romance,1996.0,"['Drama', 'Romance']",,,,movielens,3565.0,3.2896214,3.2901828407140266
75,Big Bully (1996),Comedy|Drama,1996.0,"['Comedy', 'Drama']",,,,movielens,590.0,2.429661,2.444520362643494
76,Screamers (1995),Action|Sci-Fi|Thriller,1995.0,"['Action', 'Sci-Fi', 'Thriller']",,,,movielens,3609.0,3.0267386,3.027874738958484
77,Nico Icon (1995),Documentary,1995.0,['Documentary'],,,,movielens,221.0,3.4253395,3.4293588936068606
78,"Crossing Guard, The (1995)",Action|Crime|Drama|Thriller,1995.0,"['Action', 'Crime', 'Drama', 'Thriller']",,,,movielens,1258.0,3.1736884,3.1760056775893077
79,"Juror, The (1996)",Drama|Thriller,1996.0,"['Drama', 'Thriller']",,,,movielens,5614.0,3.1224618,3.1230565079248325
80,"White Balloon, The (Badkonake sefid) (1995)",Children|Drama,1995.0,"['Children', 'Drama']",,,,movielens,595.0,3.7394958,3.7368542946393215
81,Things to Do in Denver When You're Dead (1995),Crime|Drama|Romance,1995.0,"['Crime', 'Drama', 'Romance']",,,,movielens,3311.0,3.2526426,3.253336221419677
82,Antonia's Line (Antonia) (1995),Comedy|Drama,1995.0,"['Comedy', 'Drama']",,,,movielens,2555.0,4.010176,4.008709836275932
83,Once Upon a Time... When We Were Colored (1995),Drama|Romance,1995.0,"['Drama', 'Romance']",,,,movielens,589.0,3.6409168,3.639569808090951
84,Last Summer in the Hamptons (1995),Comedy|Drama,1995.0,"['Comedy', 'Drama']",,,,movielens,158.0,3.3765824,3.3844770035111758
85,Angels and Insects (1995),Drama|Romance,1995.0,"['Drama', 'Romance']",,,,movielens,2703.0,3.5231225,3.52317352120791
86,White Squall (1996),Action|Adventure|Drama,1996.0,"['Action', 'Adventure', 'Drama']",,,,movielens,4374.0,3.4791954,3.4793070868671023
87,Dunston Checks In (1996),Children|Comedy,1996.0,"['Children', 'Comedy']",,,,movielens,1076.0,2.3810408,2.389596936447594
88,Black Sheep (1996),Comedy,1996.0,['Comedy'],,,,movielens,5419.0,3.108784,3.109420203978084
89,Nick of Time (1995),Action|Thriller,1995.0,"['Action', 'Thriller']",,,,movielens,3451.0,3.1272094,3.128165045236707
90,The Journey of August King (1995),Drama,1995.0,['Drama'],,,,movielens,218.0,3.3440366,3.350987345771452
92,Mary Reilly (1996),Drama|Horror|Thriller,1996.0,"['Drama', 'Horror', 'Thriller']",,,,movielens,2360.0,2.8413136,2.843675364513655
93,Vampire in Brooklyn (1995),Comedy|Horror|Romance,1995.0,"['Comedy', 'Horror', 'Romance']",,,,movielens,2130.0,2.498122,2.5020219722119754
94,Beautiful Girls (1996),Comedy|Drama|Romance,1996.0,"['Comedy', 'Drama', 'Romance']",,,,movielens,4186.0,3.5247252,3.5247550900913613
95,Broken Arrow (1996),Action|Adventure|Thriller,1996.0,"['Action', 'Adventure', 'Thriller']",,,,movielens,23156.0,3.0771074,3.077267432373395
96,In the Bleak Midwinter (1995),Comedy|Drama,1995.0,"['Comedy', 'Drama']",,,,movielens,487.0,3.6786447,3.67641033114809
97,"Hate (Haine, La) (1995)",Crime|Drama,1995.0,"['Crime', 'Drama']",,,,movielens,3509.0,4.0049872,4.003930449384093
98,Shopping (1994),Action|Thriller,1994.0,"['Action', 'Thriller']",,,,movielens,92.0,2.6141305,2.688231716156006
99,Heidi Fleiss: Hollywood Madam (1995),Documentary,1995.0,['Documentary'],,,,movielens,732.0,3.0894809,3.094355632163383
100,City Hall (1996),Drama|Thriller,1996.0,"['Drama', 'Thriller']",,,,movielens,4154.0,3.2182233,3.2188425979495108
101,Bottle Rocket (1996),Adventure|Comedy|Crime|Romance,1996.0,"['Adventure', 'Comedy', 'Crime', 'Romance']",,,,movielens,5211.0,3.7507195,3.75039715016795
102,Mr. Wrong (1996),Comedy,1996.0,['Comedy'],,,,movielens,2025.0,2.4039507,2.408422683531934
103,Unforgettable (1996),Mystery|Sci-Fi|Thriller,1996.0,"['Mystery', 'Sci-Fi', 'Thriller']",,,,movielens,1154.0,3.2521663,3.254150639302554
104,Happy Gilmore (1996),Comedy,1996.0,['Comedy'],,,,movielens,22963.0,3.397988,3.398037676609656
105,"Bridges of Madison County, The (1995)",Drama|Romance,1995.0,"['Drama', 'Romance']",,,,movielens,10131.0,3.33511,3.3352719262596513
106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama,1994.0,"['Comedy', 'Drama']",,,,movielens,137.0,3.4233577,3.429814994746241
107,Muppet Treasure Island (1996),Adventure|Children|Comedy|Musical,1996.0,"['Adventure', 'Children', 'Comedy', 'Musical']",,,,movielens,6782.0,3.2215424,3.2219180324818497
108,Catwalk (1996),Documentary,1996.0,['Documentary'],,,,movielens,123.0,3.0894308,3.1169706519323452
109,Headless Body in Topless Bar (1995),Comedy|Drama|Thriller,1995.0,"['Comedy', 'Drama', 'Thriller']",,,,movielens,16.0,2.0625,2.5551319122314453
110,Braveheart (1995),Action|Drama|War,1995.0,"['Action', 'Drama', 'War']",,,,movielens,69482.0,3.98863,3.988578453638997
111,Taxi Driver (1976),Crime|Drama|Thriller,1976.0,"['Crime', 'Drama', 'Thriller']",,,,movielens,36647.0,4.076664,4.0765469297284955
112,Rumble in the Bronx (Hont faan kui) (1995),Action|Adventure|Comedy|Crime,1995.0,"['Action', 'Adventure', 'Comedy', 'Crime']",,,,movielens,12308.0,3.4052243,3.4053121254249765
113,Before and After (1996),Drama|Mystery,1996.0,"['Drama', 'Mystery']",,,,movielens,1099.0,3.1050956,3.108241425189438
114,Margaret's Museum (1995),Drama,1995.0,['Drama'],,,,movielens,248.0,3.6310484,3.628215543925762
115,"Happiness Is in the Field (Bonheur est dans le pré, Le) (1995)",Comedy,1995.0,['Comedy'],,,,movielens,50.0,3.51,3.514192507184785
116,Anne Frank Remembered (1995),Documentary,1995.0,['Documentary'],,,,movielens,967.0,3.903309,3.9003313560974906
117,"Young Poisoner's Handbook, The (1995)",Crime|Drama,1995.0,"['Crime', 'Drama']",,,,movielens,1261.0,3.5872324,3.586937085017151
118,If Lucy Fell (1996),Comedy|Romance,1996.0,"['Comedy', 'Romance']",,,,movielens,1132.0,2.9960248,2.999844993624771
119,"Steal Big, Steal Little (1995)",Comedy,1995.0,['Comedy'],,,,movielens,259.0,2.7818532,2.804581065302931
120,Race the Sun (1996),Adventure|Comedy|Drama,1996.0,"['Adventure', 'Comedy', 'Drama']",,,,movielens,155.0,2.883871,2.9160931476054746
121,"Boys of St. Vincent, The (1992)",Drama,1992.0,['Drama'],,,,movielens,846.0,3.7340426,3.732228621945169
122,Boomerang (1992),Comedy|Romance,1992.0,"['Comedy', 'Romance']",,,,movielens,3958.0,2.8564932,2.8578727656521705
123,Chungking Express (Chung Hing sam lam) (1994),Drama|Mystery|Romance,1994.0,"['Drama', 'Mystery', 'Romance']",,,,movielens,3534.0,4.0039616,4.002914548256786
124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama,1995.0,['Drama'],,,,movielens,330.0,3.4833333,3.484683938280365
125,Flirting With Disaster (1996),Comedy,1996.0,['Comedy'],,,,movielens,3625.0,3.7314482,3.731027469010252
126,"NeverEnding Story III, The (1994)",Adventure|Children|Fantasy,1994.0,"['Adventure', 'Children', 'Fantasy']",,,,movielens,1482.0,2.3049932,2.3116261866268695
127,"Silences of the Palace, The (Saimt el Qusur) (1994)",Drama,1994.0,['Drama'],,,,movielens,50.0,3.23,3.2728132215039483
128,Jupiter's Wife (1994),Documentary,1994.0,['Documentary'],,,,movielens,78.0,3.5064104,3.5095717906951904
129,Pie in the Sky (1996),Comedy|Romance,1996.0,"['Comedy', 'Romance']",,,,movielens,193.0,3.1450777,3.1608117563807547
130,Angela (1995),Drama,1995.0,['Drama'],,,,movielens,47.0,3.3723404,3.396784847432917
131,Frankie Starlight (1995),Drama|Romance,1995.0,"['Drama', 'Romance']",,,,movielens,192.0,3.3098958,3.319115753173828
132,Jade (1995),Thriller,1995.0,['Thriller'],,,,movielens,2178.0,2.7699726,2.7727920437557154
133,Nueba Yol (1995),Comedy|Drama,1995.0,"['Comedy', 'Drama']",,,,movielens,20.0,2.7,2.94011310168675
134,Sonic Outlaws (1995),Documentary,1995.0,['Documentary'],,,,movielens,39.0,3.6410255,3.6238970655076046
135,Down Periscope (1996),Comedy,1996.0,['Comedy'],,,,movielens,6619.0,3.0049856,3.005631908817098
136,From the Journals of Jean Seberg (1995),Documentary,1995.0,['Documentary'],,,,movielens,102.0,3.6078432,3.6029378934340044
137,Man of the Year (1995),Documentary,1995.0,['Documentary'],,,,movielens,218.0,3.2729359,3.282403473305491
138,"Neon Bible, The (1995)",Drama,1995.0,['Drama'],,,,movielens,142.0,3.2852113,3.2988211599985755
139,Target (1995),Action|Drama,1995.0,"['Action', 'Drama']",,,,movielens,41.0,3.0731707,3.149452306786362
140,Up Close and Personal (1996),Drama|Romance,1996.0,"['Drama', 'Romance']",,,,movielens,5049.0,3.2892652,3.289662435730385
141,"Birdcage, The (1996)",Comedy,1996.0,['Comedy'],,,,movielens,23546.0,3.513739,3.513748162831497
142,Shadows (Cienie) (1988),Drama,1988.0,['Drama'],,,,movielens,41.0,3.0609756,3.1392482348850796
143,Gospa (1995),Drama,1995.0,['Drama'],,,,movielens,15.0,2.1333334,2.622746415760206
144,"Brothers McMullen, The (1995)",Comedy,1995.0,['Comedy'],,,,movielens,4517.0,3.4652424,3.4653752536668305
145,Bad Boys (1995),Action|Comedy|Crime|Drama|Thriller,1995.0,"['Action', 'Comedy', 'Crime', 'Drama', 'Thriller']",,,,movielens,15155.0,3.282547,3.2826830380857444
146,"Amazing Panda Adventure, The (1995)",Adventure|Children,1995.0,"['Adventure', 'Children']",,,,movielens,607.0,2.9011533,2.909468674465893
147,"Basketball Diaries, The (1995)",Drama,1995.0,['Drama'],,,,movielens,4866.0,3.5936086,3.5935212761640645
148,"Awfully Big Adventure, An (1995)",Drama,1995.0,['Drama'],,,,movielens,371.0,2.8989217,2.9124620765998057
149,Amateur (1994),Crime|Drama|Thriller,1994.0,"['Crime', 'Drama', 'Thriller']",,,,movielens,1129.0,3.6829052,3.6819024920568406
150,Apollo 13 (1995),Adventure|Drama|IMAX,1995.0,"['Adventure', 'Drama', 'IMAX']",,,,movielens,55940.0,3.8782089,3.8781605717826793
151,Rob Roy (1995),Action|Drama|Romance|War,1995.0,"['Action', 'Drama', 'Romance', 'War']",,,,movielens,12868.0,3.5291421,3.5291491333243634
152,"Addiction, The (1995)",Drama|Horror,1995.0,"['Drama', 'Horror']",,,,movielens,716.0,3.1138268,3.1185402211563362
153,Batman Forever (1995),Action|Adventure|Comedy|Crime,1995.0,"['Action', 'Adventure', 'Comedy', 'Crime']",,,,movielens,35288.0,2.862687,2.8628407166637513
154,Beauty of the Day (Belle de jour) (1967),Drama,1967.0,['Drama'],,,,movielens,3382.0,3.794796,3.7941956354101847
155,Beyond Rangoon (1995),Adventure|Drama|War,1995.0,"['Adventure', 'Drama', 'War']",,,,movielens,1289.0,3.4034135,3.4042584513735568
156,Blue in the Face (1995),Comedy|Drama,1995.0,"['Comedy', 'Drama']",,,,movielens,1679.0,3.5169744,3.5170855163185286
157,Canadian Bacon (1995),Comedy|War,1995.0,"['Comedy', 'War']",,,,movielens,2705.0,2.7924213,2.794626941814486
158,Casper (1995),Adventure|Children,1995.0,"['Adventure', 'Children']",,,,movielens,14395.0,2.912157,2.9125060075059213
159,Clockers (1995),Crime|Drama|Mystery,1995.0,"['Crime', 'Drama', 'Mystery']",,,,movielens,2463.0,3.414941,3.415347238920421
160,Congo (1995),Action|Adventure|Mystery|Sci-Fi,1995.0,"['Action', 'Adventure', 'Mystery', 'Sci-Fi']",,,,movielens,15511.0,2.603056,2.6035391499497043
161,Crimson Tide (1995),Drama|Thriller|War,1995.0,"['Drama', 'Thriller', 'War']",,,,movielens,25270.0,3.7449348,3.7448700646149113
162,Crumb (1994),Documentary,1994.0,['Documentary'],,,,movielens,6363.0,3.9978783,3.997303856839342
163,Desperado (1995),Action|Romance|Western,1995.0,"['Action', 'Romance', 'Western']",,,,movielens,16327.0,3.4473877,3.4474332456235532
164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller,1995.0,"['Crime', 'Film-Noir', 'Mystery', 'Thriller']",,,,movielens,4541.0,3.4589298,3.4590730454848875
165,Die Hard: With a Vengeance (1995),Action|Crime|Thriller,1995.0,"['Action', 'Crime', 'Thriller']",,,,movielens,38488.0,3.5161219,3.516126908764478
166,"Doom Generation, The (1995)",Comedy|Crime|Drama,1995.0,"['Comedy', 'Crime', 'Drama']",,,,movielens,800.0,2.896875,2.9032463980193186
167,Feast of July (1995),Drama,1995.0,['Drama'],,,,movielens,79.0,3.158228,3.1933697886850645
168,First Knight (1995),Action|Drama|Romance,1995.0,"['Action', 'Drama', 'Romance']",,,,movielens,12664.0,3.0793588,3.0796498748088124
169,Free Willy 2: The Adventure Home (1995),Adventure|Children|Drama,1995.0,"['Adventure', 'Children', 'Drama']",,,,movielens,3514.0,2.2531304,2.2560543775693858
170,Hackers (1995),Action|Adventure|Crime|Thriller,1995.0,"['Action', 'Adventure', 'Crime', 'Thriller']",,,,movielens,8841.0,3.2208462,3.2211350671503287
171,Jeffrey (1995),Comedy|Drama,1995.0,"['Comedy', 'Drama']",,,,movielens,1428.0,3.5934875,3.5931917252978907
172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller,1995.0,"['Action', 'Sci-Fi', 'Thriller']",,,,movielens,13788.0,2.7629824,2.763433173553741
173,Judge Dredd (1995),Action|Crime|Sci-Fi,1995.0,"['Action', 'Crime', 'Sci-Fi']",,,,movielens,16833.0,2.5674272,2.567889348761669
174,Jury Duty (1995),Comedy,1995.0,['Comedy'],,,,movielens,2186.0,2.4455626,2.4495547000342537
175,Kids (1995),Drama,1995.0,['Drama'],,,,movielens,5468.0,3.5128016,3.512841959954005
176,Living in Oblivion (1995),Comedy,1995.0,['Comedy'],,,,movielens,2497.0,3.8456147,3.844639920617292
177,Lord of Illusions (1995),Horror,1995.0,['Horror'],,,,movielens,2399.0,2.887453,2.8896232251562317
178,Love & Human Remains (1993),Comedy|Drama,1993.0,"['Comedy', 'Drama']",,,,movielens,504.0,3.3789682,3.381490543484688
179,Mad Love (1995),Drama|Romance,1995.0,"['Drama', 'Romance']",,,,movielens,1243.0,2.7465808,2.751657193417934
180,Mallrats (1995),Comedy|Romance,1995.0,"['Comedy', 'Romance']",,,,movielens,9714.0,3.5687153,3.568692030423071
181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children,1995.0,"['Action', 'Children']",,,,movielens,2924.0,1.9613543,1.9656626908222943
182,Moonlight and Valentino (1995),Drama|Romance,1995.0,"['Drama', 'Romance']",,,,movielens,695.0,3.086331,3.091498058178008
183,Mute Witness (1994),Comedy|Horror|Thriller,1994.0,"['Comedy', 'Horror', 'Thriller']",,,,movielens,627.0,3.3508773,3.35326491904071
184,Nadja (1994),Drama,1994.0,['Drama'],,,,movielens,348.0,3.0948277,3.1048404179262308
185,"Net, The (1995)",Action|Crime|Thriller,1995.0,"['Action', 'Crime', 'Thriller']",,,,movielens,25669.0,3.1011336,3.101270442756067
186,Nine Months (1995),Comedy|Romance,1995.0,"['Comedy', 'Romance']",,,,movielens,11491.0,2.879732,2.880191525746163
187,Party Girl (1995),Comedy,1995.0,['Comedy'],,,,movielens,975.0,3.4394872,3.4403084478931296
188,"Prophecy, The (1995)",Fantasy|Horror|Mystery,1995.0,"['Fantasy', 'Horror', 'Mystery']",,,,movielens,2656.0,3.3315136,3.332140916818613
189,Reckless (1995),Comedy|Fantasy,1995.0,"['Comedy', 'Fantasy']",,,,movielens,332.0,3.001506,3.0141858465531293
190,Safe (1995),Thriller,1995.0,['Thriller'],,,,movielens,1169.0,3.6240377,3.6234692328039024
191,"Scarlet Letter, The (1995)",Drama|Romance,1995.0,"['Drama', 'Romance']",,,,movielens,1759.0,2.6765208,2.680431972874985
192,The Show (1995),Documentary,1995.0,['Documentary'],,,,movielens,78.0,3.0576923,3.1025949356167812
193,Showgirls (1995),Drama,1995.0,['Drama'],,,,movielens,8144.0,2.258718,2.259975793668169
194,Smoke (1995),Comedy|Drama,1995.0,"['Comedy', 'Drama']",,,,movielens,6060.0,3.8433168,3.842917424876515
195,Something to Talk About (1995),Comedy|Drama|Romance,1995.0,"['Comedy', 'Drama', 'Romance']",,,,movielens,3250.0,3.0843077,3.085427592179759
196,Species (1995),Horror|Sci-Fi,1995.0,"['Horror', 'Sci-Fi']",,,,movielens,14662.0,2.8389714,2.8393538845909965
197,"Stars Fell on Henrietta, The (1995)",Drama,1995.0,['Drama'],,,,movielens,110.0,3.040909,3.074772555949324
198,Strange Days (1995),Action|Crime|Drama|Mystery|Sci-Fi|Thriller,1995.0,"['Action', 'Crime', 'Drama', 'Mystery', 'Sci-Fi', 'Thriller']",,,,movielens,9747.0,3.4221299,3.4222268583834445
199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical|Romance,1964.0,"['Drama', 'Musical', 'Romance']",,,,movielens,1837.0,3.7806206,3.779578949636237
200,"Tie That Binds, The (1995)",Thriller,1995.0,['Thriller'],,,,movielens,346.0,2.8367052,2.8526078186466193
